draft_year,player,player_id,rookie_season,minutes_used,PTS,TRB,AST,hit_cap,STL,BLK,TOV,_key,_done,_failed
2003.0,Reece Gaines,gainere01,2004,354.6833333333333,69.0,39.0,40.0,,11.0,2.0,18.0,"('gainere01', 2004)",False,False
2001.0,Bobby Simmons,simmobo01,2002,339.71666666666664,112.0,52.0,17.0,,13.0,5.0,14.0,,,
2005.0,Andrew Bynum,bynuman01,2006,338.3166666666667,74.0,80.0,9.0,,4.0,22.0,17.0,"('bynuman01', 2006)",False,False
2006.0,Bobby Jones,jonesbo02,2007,335.4833333333334,110.0,57.0,16.0,,11.0,1.0,18.0,"('jonesbo02', 2007)",False,False
2002.0,Qyntel Woods,woodsqy01,2003,334.9999999999999,128.0,53.0,12.0,,15.0,1.0,23.0,,,
2004.0,Bernard Robinson,robinbe01,2005,328.4333333333332,93.0,48.0,30.0,,11.0,4.0,20.0,"('robinbe01', 2005)",False,False
2001.0,Antonis Fotsis,fotsian01,2002,317.79999999999995,108.0,62.0,10.0,,9.0,11.0,21.0,,,
2000.0,DeShawn Stevenson,stevede01,2001,295.6833333333333,89.0,28.0,18.0,,10.0,2.0,28.0,,,
2001.0,Brian Scalabrine,scalabr01,2002,291.4333333333334,60.0,51.0,21.0,,9.0,2.0,24.0,,,
2002.0,Jared Jeffries,jeffrja01,2003,290.3500000000001,79.0,58.0,16.0,,8.0,5.0,21.0,,,
2002.0,Tamar Slay,slayta01,2003,273.5666666666666,92.0,31.0,14.0,,14.0,3.0,20.0,,,
2005.0,Brandon Bass,bassbr01,2006,268.4166666666667,68.0,68.0,3.0,,3.0,7.0,11.0,"('bassbr01', 2006)",False,False
2000.0,Joel Przybilla,przybjo01,2001,267.06666666666666,27.0,71.0,2.0,False,,,,,,
2000.0,Dalibor Bagarić,bagarda01,2001,260.0,47.0,56.0,10.0,,9.0,16.0,21.0,,,
2004.0,Pape Sow,sowpa01,2005,251.9666666666667,62.0,57.0,2.0,,12.0,4.0,10.0,"('sowpa01', 2005)",False,False
2005.0,Travis Diener,dienetr01,2006,245.98333333333335,88.0,21.0,16.0,,7.0,0.0,10.0,"('dienetr01', 2006)",False,False
2001.0,Kedrick Brown,brownke01,2002,245.13333333333333,63.0,50.0,15.0,,18.0,7.0,7.0,,,
2001.0,Ruben Boumtje-Boumtje,boumtru01,2002,244.88333333333335,39.0,55.0,4.0,,3.0,16.0,14.0,,,
2000.0,Dan Langhi,langhda01,2001,240.6833333333333,90.0,41.0,4.0,,7.0,1.0,8.0,,,
2001.0,Zach Randolph,randoza01,2002,237.21666666666675,114.0,69.0,13.0,,7.0,4.0,15.0,,,
2002.0,Jiří Welsch,welscji01,2003,229.95,61.0,28.0,27.0,,8.0,2.0,19.0,,,
