draft_year,player,player_id,rookie_season
2016,Ben Simmons,simmobe01,2017
2016,Brandon Ingram,ingrabr01,2017
2016,Jaylen Brown,brownja02,2017
2016,Dragan Bender,bendedr01,2017
2016,Kris Dunn,dunnkr01,2017
2016,Buddy Hield,hieldbu01,2017
2016,Jamal Murray,murraja01,2017
2016,Marquese Chriss,chrisma01,2017
2016,Jakob Poeltl,poeltja01,2017
2016,Thon Maker,makerth01,2017
2016,Domantas Sabonis,sabondo01,2017
2016,Taurean Prince,princta02,2017
2016,Georgios Papagiannis,papagge01,2017
2016,Denzel Valentine,valende01,2017
2016,Juancho Hernangómez,hernaju01,2017
2016,Guerschon Yabusele,yabusgu01,2017
2016,Wade Baldwin,baldwwa01,2017
2016,Henry Ellenson,ellenhe01,2017
2016,Malik Beasley,beaslma01,2017
2016,Caris LeVert,leverca01,2017
2016,DeAndre' Bembry,bembrde01,2017
2016,Malachi Richardson,richama01,2017
2016,Ante Žižić,zizican01,2017
2016,Timothé Luwawu-Cabarrot,luwawti01,2017
2016,Brice Johnson,johnsbr02,2017
2016,Furkan Korkmaz,korkmfu01,2017
2016,Pascal Siakam,siakapa01,2017
2016,Skal Labissière,labissk01,2017
2016,Dejounte Murray,murrade01,2017
2016,Damian Jones,jonesda03,2017
2016,Deyonta Davis,davisde01,2017
2016,Ivica Zubac,zubaciv01,2017
2016,Cheick Diallo,diallch01,2017
2016,Tyler Ulis,ulisty01,2017
2016,Rade Zagorac,zagorra01,2017
2016,Malcolm Brogdon,brogdma01,2017
2016,Chinanu Onuaku,onuakch01,2017
2016,Patrick McCaw,mccawpa01,2017
2016,David Michineau,michida01,2017
2016,Diamond Stone,stonedi01,2017
2016,Stephen Zimmerman,zimmest01,2017
2016,Isaiah Whitehead,whiteis01,2017
2016,Zhou Qi,qizh01,2017
2016,Isaïa Cordinier,cordiis01,2017
2016,Demetrius Jackson,jacksde01,2017
2016,A.J. Hammons,hammoaj01,2017
2016,Jake Layman,laymaja01,2017
2016,Paul Zipser,zipsepa01,2017
2016,Michael Gbinije,gbinimi01,2017
2016,Georges Niang,niangge01,2017
2016,Ben Bentil,bentibe01,2017
2016,Joel Bolomboy,bolomjo01,2017
2016,Petr Cornelie,cornepe01,2017
2016,Kay Felder,feldeka01,2017
2016,Marcus Paige,paigema01,2017
2016,Daniel Hamilton,hamilda02,2017
2016,Wang Zhelin,sheliwa01,2017
2016,Abdel Nader,naderab01,2017
2016,Isaiah Cousins,cousiis01,2017
2016,Tyrone Wallace,wallaty01,2017
