draft_year,player,player_id,rookie_season
2021,Cade Cunningham,cunnica01,2022
2021,Jalen Green,greenja05,2022
2021,Evan Mobley,mobleev01,2022
2021,Scottie Barnes,barnesc01,2022
2021,Jalen Suggs,suggsja01,2022
2021,Josh Giddey,giddejo01,2022
2021,Jonathan Kuminga,kuminjo01,2022
2021,Franz Wagner,wagnefr01,2022
2021,Davion Mitchell,mitchda01,2022
2021,Ziaire Williams,willizi02,2022
2021,James Bouknight,bouknja01,2022
2021,Joshua Primo,primojo01,2022
2021,Chris Duarte,duartch01,2022
2021,Moses Moody,moodymo01,2022
2021,Corey Kispert,kispeco01,2022
2021,Alperen Şengün,sengual01,2022
2021,Trey Murphy III,murphtr02,2022
2021,Tre Mann,manntr01,2022
2021,Kai Jones,joneska01,2022
2021,Jalen Johnson,johnsja05,2022
2021,Keon Johnson,johnske07,2022
2021,Isaiah Jackson,jacksis01,2022
2021,Usman Garuba,garubus01,2022
2021,Josh Christopher,chrisjo01,2022
2021,Quentin Grimes,grimequ01,2022
2021,Bones Hyland,hylanbo01,2022
2021,Cam Thomas,thomaca02,2022
2021,Jaden Springer,sprinja01,2022
2021,Day'Ron Sharpe,sharpda01,2022
2021,Santi Aldama,aldamsa01,2022
2021,Isaiah Todd,toddis01,2022
2021,Jeremiah Robinson-Earl,robinje02,2022
2021,Jason Preston,prestja01,2022
2021,Rokas Jokubaitis,jokubro01,2022
2021,Herbert Jones,joneshe01,2022
2021,Miles McBride,mcbrimi01,2022
2021,JT Thor,thorjt01,2022
2021,Ayo Dosunmu,dosunay01,2022
2021,Neemias Queta,quetane01,2022
2021,Jared Butler,butleja02,2022
2021,Joe Wieskamp,wieskjo01,2022
2021,Isaiah Livers,liveris01,2022
2021,Greg Brown III,browngr01,2022
2021,Kessler Edwards,edwarke02,2022
2021,Juhann Begarin,begarju01,2022
2021,Dalano Banton,bantoda01,2022
2021,David Johnson,johnsda08,2022
2021,Sharife Cooper,coopesh01,2022
2021,Marcus Zegarowski,zegarma01,2022
2021,Filip Petrušev,petrufi01,2022
2021,Brandon Boston Jr.,bostobr01,2022
2021,Luka Garza,garzalu01,2022
2021,Charles Bassey,bassech01,2022
2021,Sandro Mamukelashvili,mamuksa01,2022
2021,Aaron Wiggins,wiggiaa01,2022
2021,Scottie Lewis,lewissc01,2022
2021,Balša Koprivica,kopriba01,2022
2021,Jericho Sims,simsje01,2022
2021,RaiQuan Gray,grayra01,2022
2021,Georgios Kalaitzakis,kalaige01,2022
