draft_year,player,player_id,rookie_season
2006,Andrea Bargnani,bargnan01,2007
2006,LaMarcus Aldridge,aldrila01,2007
2006,Adam Morrison,morriad01,2007
2006,Tyrus Thomas,thomaty01,2007
2006,Shelden Williams,willish02,2007
2006,Brandon Roy,roybr01,2007
2006,Randy Foye,foyera01,2007
2006,Rudy Gay,gayru01,2007
2006,Patrick O'Bryant,obryapa01,2007
2006,Mouhamed Sene,senesa01,2007
2006,JJ Redick,redicjj01,2007
2006,Hilton Armstrong,armsthi01,2007
2006,Thabo Sefolosha,sefolth01,2007
2006,Ronnie Brewer,brewero02,2007
2006,Cedric Simmons,simmoce01,2007
2006,Rodney Carney,carnero01,2007
2006,Shawne Williams,willish03,2007
2006,Oleksiy Pecherov,pecheol01,2007
2006,Quincy Douby,doubyqu01,2007
2006,Renaldo Balkman,balkmre01,2007
2006,Rajon Rondo,rondora01,2007
2006,Marcus Williams,willima03,2007
2006,Josh Boone,boonejo01,2007
2006,Kyle Lowry,lowryky01,2007
2006,Shannon Brown,brownsh01,2007
2006,Jordan Farmar,farmajo01,2007
2006,Sergio Rodríguez,rodrise01,2007
2006,Maurice Ager,agerma01,2007
2006,Mardy Collins,collima01,2007
2006,Joel Freeland,freeljo01,2007
2006,James White,whiteja02,2007
2006,Steve Novak,novakst01,2007
2006,Solomon Jones,jonesso01,2007
2006,Paul Davis,davispa01,2007
2006,P.J. Tucker,tuckepj01,2007
2006,Craig Smith,smithcr01,2007
2006,Bobby Jones,jonesbo02,2007
2006,Kosta Perović,perovko01,2007
2006,David Noel,noelda01,2007
2006,Denham Brown,brownde05,2007
2006,James Augustine,augusja01,2007
2006,Daniel Gibson,gibsoda01,2007
2006,Marcus Vinicius,vincima01,2007
2006,Lior Eliyahu,eliyali01,2007
2006,Alexander Johnson,johnsal01,2007
2006,Dee Brown,brownde03,2007
2006,Paul Millsap,millspa01,2007
2006,Vladimir Veremeenko,veremvl01,2007
2006,Leon Powe,powele01,2007
2006,Ryan Hollins,holliry01,2007
2006,Cheikh Samb,sambch01,2007
2006,Guillermo Díaz,diazgu01,2007
2006,Yotam Halperin,halpeyo01,2007
2006,Hassan Adams,adamsha01,2007
2006,Ejike Ugboaja,ugboaej01,2007
2006,Edin Bavčić,bavcied01,2007
2006,Loukas Mavrokefalidis,mavrolo01,2007
2006,J.R. Pinnock,pinnojr01,2007
2006,Damir Markota,markoda01,2007
2006,Will Blalock,blalowi01,2007
