draft_year,player,player_id,rookie_season
2005,Andrew Bogut,bogutan01,2006
2005,Marvin Williams,willima02,2006
2005,Deron Williams,willide01,2006
2005,Chris Paul,paulch01,2006
2005,Raymond Felton,feltora01,2006
2005,Martell Webster,webstma02,2006
2005,Charlie Villanueva,villach01,2006
2005,Channing Frye,fryech01,2006
2005,Ike Diogu,dioguik01,2006
2005,Andrew Bynum,bynuman01,2006
2005,Fran Vázquez,vazqufr01,2006
2005,Yaroslav Korolev,korolya01,2006
2005,Sean May,mayse01,2006
2005,Rashad McCants,mccanra01,2006
2005,Antoine Wright,wrighan01,2006
2005,Joey Graham,grahajo01,2006
2005,Danny Granger,grangda01,2006
2005,Gerald Green,greenge01,2006
2005,Hakim Warrick,warriha01,2006
2005,Julius Hodge,hodgeju01,2006
2005,Nate Robinson,robinna01,2006
2005,Jarrett Jack,jackja01,2006
2005,Francisco García,garcifr01,2006
2005,Luther Head,headlu01,2006
2005,Johan Petro,petrojo01,2006
2005,Jason Maxiell,maxieja01,2006
2005,Linas Kleiza,kleizli01,2006
2005,Ian Mahinmi,mahinia01,2006
2005,Wayne Simien,simiewa01,2006
2005,David Lee,leeda02,2006
2005,Salim Stoudamire,stoudsa01,2006
2005,Daniel Ewing,ewingda01,2006
2005,Brandon Bass,bassbr01,2006
2005,C.J. Miles,milescj01,2006
2005,Ricky Sánchez,sanchri01,2006
2005,Ersan İlyasova,ilyaser01,2006
2005,Ronny Turiaf,turiaro01,2006
2005,Travis Diener,dienetr01,2006
2005,Von Wafer,wafervo01,2006
2005,Monta Ellis,ellismo01,2006
2005,Roko Ukić,ukicro01,2006
2005,Chris Taft,taftch01,2006
2005,Mile Ilić,ilicmi01,2006
2005,Martynas Andriuškevičius,andrima01,2006
2005,Lou Williams,willilo02,2006
2005,Erazem Lorbek,lorbeer01,2006
2005,Bracey Wright,wrighbr02,2006
2005,Mickaël Gelabale,gelabmi01,2006
2005,Andray Blatche,blatcan01,2006
2005,Ryan Gomes,gomesry01,2006
2005,Robert Whaley,whalero01,2006
2005,Axel Hervelle,herveax01,2006
2005,Orien Greene,greenor01,2006
2005,Dijon Thompson,thompdi01,2006
2005,Lawrence Roberts,roberla01,2006
2005,Amir Johnson,johnsam01,2006
2005,Marcin Gortat,gortama01,2006
2005,Uroš Slokar,slokaur01,2006
2005,Cenk Akyol,akyolce01,2006
2005,Alex Acker,ackeral01,2006
