draft_year,player,player_id,rookie_season
2024,Zaccharie Risacher,risacza01,2025
2024,Alex Sarr,sarral01,2025
2024,Reed Sheppard,sheppre01,2025
2024,Stephon Castle,castlst01,2025
2024,Ron Holland,hollaro01,2025
2024,Tidjane Salaün,salauti01,2025
2024,Donovan Clingan,clingdo01,2025
2024,Rob Dillingham,dilliro01,2025
2024,Zach Edey,edeyza01,2025
2024,Cody Williams,willico04,2025
2024,Matas Buzelis,buzelma01,2025
2024,Nikola Topić,topicni01,2025
2024,Devin Carter,cartede02,2025
2024,Bub Carrington,carrica01,2025
2024,Kel'el Ware,wareke01,2025
2024,Jared McCain,mccaija01,2025
2024,Dalton Knecht,knechda01,2025
2024,Tristan Da Silva,dasiltr01,2025
2024,Ja'Kobe Walter,walteja01,2025
2024,Jaylon Tyson,tysonja01,2025
2024,Yves Missi,missiyv01,2025
2024,DaRon Holmes,holmeda01,2025
2024,AJ Johnson,johnsaj01,2025
2024,Kyshawn George,georgky01,2025
2024,Pacome Dadiet,dadiepa01,2025
2024,Dillon Jones,jonesdi01,2025
2024,Terrence Shannon Jr.,shannte01,2025
2024,Ryan Dunn,dunnry01,2025
2024,Isaiah Collier,colliis01,2025
2024,Baylor Scheierman,scheiba01,2025
2024,Jonathan Mogbo,mogbojo01,2025
2024,Kyle Filipowski,filipky01,2025
2024,Tyler Smith,smithty02,2025
2024,Tyler Kolek,kolekty01,2025
2024,Johnny Furphy,furphjo01,2025
2024,Juan Nunez,nunezju01,2025
2024,Bobi Klintman,klintbo01,2025
2024,Ajay Mitchell,mitchaj01,2025
2024,Jaylen Wells,wellsja01,2025
2024,Oso Ighodaro,ighodos01,2025
2024,Adem Bona,bonaad01,2025
2024,KJ Simpson,simpskj01,2025
2024,Nikola Djurisic,djurini01,2025
2024,Pelle Larsson,larsspe01,2025
2024,Jamal Shead,sheadja01,2025
2024,Cam Christie,chrisca02,2025
2024,Antonio Reeves,reevean01,2025
2024,Harrison Ingram,ingraha01,2025
2024,Tristen Newton,newtotr01,2025
2024,Enrique Freeman,freemen01,2025
2024,Melvin Ajinça,ajincme01,2025
2024,Quinten Post,postqu01,2025
2024,Cam Spencer,spencca01,2025
2024,Anton Watson,watsoan02,2025
2024,Bronny James,jamesbr02,2025
2024,Kevin McCullar Jr.,mcculke01,2025
2024,Ulrich Chomche,chomcul01,2025
2024,Ariel Hukporti,hukpoar01,2025
